"x","y","Epi-mesenchymal cells","Vascular endothelial cells","Immature myocardial cells","Endocardial cells","Erythrocytes","Cardiomyocytes","Mural cells","TMSB4X high cells","Fibroblast cells","Epi-epithelial cells","Valve cells","Macrophages"
7923,14096,0.0602979484760217,0.0698182873418149,0.108290531219491,0.0542533432344859,0.0213463910866398,0.134788669567692,0.0764761864050325,0.0309570195238557,0.118701459425992,0.232937448489365,0.0771773625303661,0.0149553526992439
9032,14094,0.0462469278046378,0.198297413765775,0.303900400190097,0.0582832253198763,0.0267387837108528,0.136073955784038,0.0235307290082723,0.026788538023668,0.0362532124639899,0.0316956036798772,0.0704217404180627,0.0417694698308531
14572,13119,0.0562991615198888,0.00259029776087673,0.00308354098545476,0.0074983487244481,0.00354361218905494,0.00767087914156121,0.0393007525345301,0.0110391208152771,0.104222856652612,0.217247618129052,0.546586763100744,0.000917048446501301
10558,15296,0.0619241061889078,0.121334608720917,0.161731620909636,0.0964218891394101,0.0148957391099814,0.0994499399993999,0.0338063400144577,0.0904679873612684,0.0572756148090439,0.065238061788517,0.154348881563493,0.0431052103949683
17759,13353,0.0500100476251286,0.117131724905629,0.212929081477819,0.0757731982718297,0.0677848391527448,0.123623299409075,0.0271910105088498,0.0217822696784685,0.0350428878987165,0.0731768245401718,0.116222389779374,0.0793324267521921
16640,8051,0.0555976893130373,0.192348549515066,0.247343464640002,0.119026858648675,0.021926988604673,0.0924016483896943,0.0410754816588307,0.0218316187190554,0.033555328128584,0.0371576726589855,0.105318795402192,0.0324159043212045
16238,14562,0.0903795787044776,0.127719503272996,0.262452134996083,0.139073247920994,0.0134113942805254,0.0700226807168351,0.0154987900462609,0.0449337764419909,0.0594847667111754,0.054718499461043,0.0714390030160978,0.0508666244315205
13598,10951,0.036345905124013,0.17517810191822,0.154225803901888,0.120405410233281,0.0366361774956859,0.0804736477573173,0.0523067788367858,0.0637127101952141,0.0530375471787904,0.096086582607112,0.105857168688957,0.0257341660627356
18449,11664,0.0716744575830017,0.0482530910661899,0.14911276507846,0.0506151013201029,0.00632244846064036,0.0905833206480965,0.0913019139912882,0.0287292049630889,0.120411149640536,0.173652767594343,0.154217650886045,0.0151261287682072
14166,17700,0.0532003820081118,0.113063137023582,0.0648436139581871,0.0643185874720525,0.0648653513521348,0.114021213432442,0.0434897563031625,0.0586245467524311,0.084579976573196,0.102882196959401,0.163876602778479,0.0722346353868205
15396,9259,0.0334744174798052,0.133051806121872,0.255487370936896,0.0784197775380258,0.0172724952012669,0.105510936436588,0.0617143437230333,0.0362900019542862,0.0581689427066298,0.0195921694599165,0.145217298176624,0.055800440265055
13462,12156,0.078298926326185,0.163065231047426,0.197264236996616,0.101655118053335,0.0362408525028407,0.176335154125816,0.016585847949227,0.0259714887776753,0.0441143650992933,0.0238915539296778,0.0817088072214249,0.0548684179704829
9156,7102,0.0395808663755396,0.181081017985331,0.273656057185953,0.119597386729275,0.0199496659778932,0.117648650017441,0.0462792960973879,0.0363659006258803,0.0364716697178562,0.0235646185047874,0.0842158474334824,0.0215890233491728
