"x","y","Immature myocardial cells","Cardiomyocytes","Fibroblast cells","TMSB4X high cells","Endocardial cells","Valve cells","Mural cells","Erythrocytes","Epi-mesenchymal cells","Vascular endothelial cells","Epi-epithelial cells","Macrophages"
11386,13366,0.0115354858477955,0.0491015736989056,0.0494421527889718,0.0606506234051731,0.0842296830930551,0.338840064055918,0.0170345394873306,0.0618065646080146,0.0187296615637631,0.0156542657736568,0.158954502449718,0.134020883227698
14155,12396,0.116172635023947,0.197444483694709,0.046397437039774,0.0133940891153954,0.107775616644935,0.229621276417555,0.0628751972063302,0.0657799257194143,0.0218334153291811,0.0449134035657514,0.0583528581583176,0.0354396620846898
15248,4679,0.0569815932994099,0.23597158664737,0.00985743914886789,0.0023877588536697,0.147592333948538,0.0285248984547391,0.00903086793820905,0.0627163632105897,0.0322003525808186,0.0184711327054286,0.320967788047172,0.0752978851651868
11921,4203,0.179355344036897,0.106770830216342,0.0603532498565035,0.0115043238646157,0.10728565485552,0.106048608028234,0.0863162420702463,0.0681904682284918,0.0208088899806556,0.0456526220775396,0.169239793094017,0.0384739736909384
16104,16732,0.0311560848959429,0.0705713295222152,0.0514527140381972,0.00906525383112211,0.161918938742901,0.0596001736574181,0.0191583619853199,0.125150643867771,0.0175802201722874,0.0341727370469912,0.305114742322175,0.115058799917659
14019,13602,0.102884371096025,0.117003376970569,0.0347275465341492,0.00418724536422236,0.207352461072299,0.12939049668357,0.04320041927621,0.100122558683759,0.03257292198549,0.0268466021860605,0.119123858166559,0.0825881419810876
14293,12155,0.0170746547005568,0.0416283131641854,0.0326719036014895,0.184069116140989,0.104651263242215,0.333370799508765,0.033060217604235,0.0599825317132918,0.0328547607788818,0.0383377776396722,0.0361850785152068,0.0861135833905111
12624,9265,0.10561175144825,0.223206587957307,0.016378333355248,0.0112667738086355,0.172490706846728,0.0823971835533385,0.0386569966667518,0.0773954596316531,0.0458371715400531,0.0505684904558922,0.0720235371117344,0.104167007624409
13048,13363,0.118347676305822,0.17295845550717,0.0385315451044403,0.00501384708003932,0.168134991169251,0.118261599980646,0.0379554536306718,0.0743633759601885,0.021110035382894,0.0362309213934028,0.136151344049167,0.0729407544363078
7774,8551,0.153091575124138,0.12324955697664,0.0504051126957929,0.00933670036151122,0.0794295819761503,0.0590568934691582,0.0280469250147338,0.104867693539682,0.0197840680727072,0.0543381249721042,0.242006919910693,0.076386847886689
