"x","y","Endothelial cells","Fibroblasts","Neutrophils","Epithelial cells","Proliferation","Astrocytes","Neurons","Oligodendrocytes","Mesenchymal cells","Macrophages/Microglia cells"
4982,4319,0.0122013181684292,0.0398347872675138,0.258465810091918,0.0332384137023966,5.83977113518894e-05,0.0132315695617203,0.137293844112624,0.127326223848795,0.151605682318034,0.226743953217217
5532,5038,0.000818462518246785,0.0646887529865711,0.182963114695982,0.016875554315348,0.000145971077837174,0.0159593198239953,0.107029537897223,0.179001636021361,0.0926272045958465,0.339890446067589
3808,8994,0.0234226212729572,0.16424421507282,0.135643615145311,0.00275954594416567,0.000553354565360865,0.0239758261353106,0.226019926614559,0.167825697083996,0.0450530291135215,0.210502169051998
8702,4560,0.224169050311289,0.120026813176264,0.0331532874086419,0.00640909541056309,0.00168547882106469,0.0162658121532315,0.0600156831595701,0.103686382495775,0.118630142161677,0.315958254901925
4153,8634,0.125725383466405,0.120638546064181,0.144165452885267,0.00181202396338549,0.000134149160292526,0.0366984653703666,0.202845018983681,0.13443041799174,0.0215470149101329,0.212003527204548
7944,4440,0.114436206528016,0.157999957438797,0.0468840190545125,0.00262610259000744,0.00027820943954159,0.0218943323760281,0.0460071994334162,0.10837353981638,0.147927729675361,0.35357270364794
8701,6718,0.00450265280553279,0.125781958595248,0.220281794568492,0.00381729633568695,4.11555838388738e-05,0.0653330500946724,0.135394281991629,0.16554363026874,0.0339148979770194,0.24538928177914
5602,3720,0.00346519258986376,0.352434108533327,0.0268800816015227,0.0041213762705151,5.32668732770022e-05,0.00688711476529754,0.023856986708517,0.106112565891696,0.0816553334942625,0.394533973271721
4499,5398,0.00327312155757982,0.0929717432081392,0.103217424593299,0.0157255259764444,0.000367716082233098,0.0158813502414299,0.13012255661064,0.122479905258146,0.10878645917987,0.407174197292219
9321,6838,0.00369030198085913,0.191685814430819,0.18921311043932,0.00490283948377628,0.000112381767856905,0.0683977550083594,0.162330039955702,0.16451236750641,0.0484954718913835,0.166659917535515
4085,6356,0.00418648355681582,0.103624865785277,0.0685005678817224,0.0176573080851825,0.000251938528764325,0.0289121925808178,0.099678025882608,0.0824029255721788,0.213898547978278,0.380887144148356
5668,8875,0.049436462481547,0.158629541662279,0.122899020119364,0.00437540839829468,0.000690218733507584,0.0453795992019861,0.167372579342573,0.102930379589394,0.109072553031891,0.239214237439164
9528,6719,0.00543257536412863,0.200593011619385,0.163870215302509,0.00317279304266131,0.000104761114924844,0.0578123475206406,0.179763090377361,0.135178763337932,0.0480160729053028,0.206056369415154
4222,7316,0.0195692989328453,0.321097819809401,0.0474462808859195,0.004613373518981,0.000181646295757586,0.0218880822194753,0.0892443173982436,0.0969883991708767,0.0707870589294297,0.32818372283907
4910,9713,0.0170934377759677,0.146587409271028,0.116616411199572,0.00343474842373635,0.000333597288752382,0.0422147690315318,0.241858385019024,0.106886790931103,0.0581707466392747,0.26680370442001
7874,7677,0.00580261387505476,0.156204801410088,0.217123036280359,0.00371089708614839,0.000163887742297901,0.049966410695591,0.112532336808515,0.18258746977792,0.0393626094236415,0.232545936900384
8218,8277,0.110504879377327,0.100125970165894,0.232345359946403,0.00123881169106854,5.83614554471347e-05,0.0775470933602154,0.133961430848858,0.1554939988482,0.00866817525490003,0.180055919051688
9529,3602,0.0972819235556024,0.0625092822441336,0.0356354215485806,0.00293291171754915,0.000114277956466932,0.0118140248845832,0.0150388837593672,0.135818258045121,0.0671581863037173,0.571696829984879
