"x","y","Proliferation","Astrocytes","Neurons","Fibroblasts","Epithelial cells","Endothelial cells","Neutrophils"
5670,4799,9.6614190334522e-09,0.00251110487983196,0.85015928648698,0.0314145377408266,0.0281806271562942,0.0404146163387885,0.0473198177358598
9872,6119,6.54490737843397e-11,7.7817343181015e-05,5.14400405277375e-07,0.000258689600177905,1.99464636933538e-06,0.935886522473076,0.0637744614713418
8357,4680,3.12102972945178e-09,0.000314740736967532,3.98509860340597e-05,0.000220250800331436,2.38080767983431e-05,0.771752396538275,0.227648949740564
4982,4319,1.09974968080165e-07,0.0252380639069413,0.387810480755871,0.0438908188074889,0.396424822950491,0.00719957450308246,0.139436129101157
5532,5038,6.62540951413916e-09,0.0129759943226923,0.738449871491349,0.0122687209371072,0.0149626108743685,0.138789935455939,0.0825528602931337
3808,8994,8.98409592907026e-05,0.0341332124942393,0.234100757576898,0.0666373220310633,0.00346296309596492,0.509617679387409,0.151958224455135
8702,4560,0.00296459246379867,0.00659493937760414,0.0429795544651348,0.00113186891875829,0.00757508144049783,0.403005840029377,0.535748123304829
4153,8634,2.1044900702262e-05,0.0251252185897468,0.0607498330635856,0.0904847334166291,0.000634153138528406,0.75802139310127,0.0649636237895379
7944,4440,1.42097884929884e-08,0.000211835379659523,0.000927376225407415,0.000235558520356037,0.00060591696733655,0.589175480829197,0.408843817868255
8701,6718,2.52490087354464e-06,0.113035241000765,0.431021267596264,0.0156745123657766,0.0158205808113254,0.209753812309297,0.214692061015698
5602,3720,3.17157849545425e-08,0.0018236168285809,0.232012763407435,0.160371868292367,0.00397936048124809,0.296619927114119,0.305192432160465
4499,5398,5.41568723533219e-05,0.0137781619906905,0.568702673349944,0.151063800229278,0.0166868039080822,0.0834124323154873,0.166301971334165
9321,6838,2.62481406005567e-06,0.0702160995844135,0.355361081927777,0.0785104321711457,0.00865769629958042,0.380769261838663,0.106482803364361
4085,6356,1.65317551739604e-07,0.00028983232308335,0.335839768150695,0.114615526426026,0.00255927930516742,0.409690419737542,0.137005008739934
5668,8875,1.60073566190059e-06,0.00647843776714259,0.210111821995328,0.190700954821287,0.00107871549835579,0.310705127604448,0.280923341577777
9528,6719,3.25117149392303e-08,0.0335608679836464,0.415494637484089,0.118777096845748,0.000442693299256566,0.161752900742502,0.269971771133044
4222,7316,4.37501498455723e-06,0.00767341317295313,0.302363326243545,0.293250532918314,0.00232903909066146,0.152909591427817,0.241469722131725
4910,9713,8.72849197975652e-06,0.0225257934909216,0.254537572843823,0.244606583682387,0.0075015877837774,0.23215755037352,0.238662183333591
7874,7677,5.11512863508655e-07,0.058859908047558,0.369857121894859,0.0362946954067313,0.0147526202155015,0.182748225403859,0.337486917518628
8218,8277,1.4841143167952e-07,0.072843435700512,0.0561032800232194,0.0123083939078091,0.00105563720753707,0.716074154827345,0.141614949922145
9529,3602,0.00102967409111324,0.00433779382189166,0.00398774064307229,0.0645054102460605,0.00059550834778387,0.661056992061694,0.264486880788385
4705,6956,3.59024314153178e-06,0.0141381902573802,0.322552955967357,0.151083853667343,0.00723745308717594,0.380787735537464,0.124196221240139
