"x","y","Proliferation","Macrophages/Microglia cells","OPCs","Neurons","Endothelial cells","Astrocytes","Oligodendrocytes"
9529,3842,0.0017974029218901,0.437889467590633,0.00174451304122719,0.00105240248799333,0.178732969253795,0.295522300158156,0.0832609445463057
3880,2400,9.77942741733172e-05,0.150831238796333,0.000255162325151874,0.000342043872325933,0.629599165204781,0.0968331003792273,0.122041495148008
6012,9474,0.0014161273676801,0.307704821220618,0.000591272793978507,0.00300179823084048,0.136358366689912,0.490268345870066,0.0606592678269051
6842,4200,0.00012910463533014,0.633106280661149,0.000553943720376886,0.00156008474078448,0.0649760164546851,0.19847352496601,0.101201044821663
8838,7917,3.84558198761661e-06,0.111249409152302,1.05161521842463e-06,5.25157031831961e-06,0.0102766238205517,0.876468956578326,0.0019948616812958
8700,7438,0.000282893014269266,0.144605657153327,0.000493471874307262,0.000984808991163127,0.0611547111546176,0.705268790058112,0.0872096677542045
5049,7076,0.00165518079341054,0.516998372483978,0.000342443457837506,0.00373194126093426,0.0521599825723943,0.346984304069345,0.0781277753621004
5256,7196,0.000430704062798971,0.398331549767603,0.000221377746368333,0.00288734250465902,0.0849754045153951,0.433858282270748,0.0792953391324275
5119,4319,0.00172077593237175,0.448887760829321,0.00134099833472262,0.000326731107434549,0.0299611041843438,0.273578877295001,0.244183752316805
9870,10195,0.000327121849037602,0.435778196385207,0.000149041186211998,0.00174358509666738,0.0753557201387927,0.333760147301065,0.152886188043018
8083,2522,0.000159689611355677,0.558231551074464,0.000302849458522342,0.00250239133897523,0.042246344136659,0.277651170967074,0.11890600341295
7461,5759,0.0023373765455911,0.343762749912034,0.00290039092184451,0.00189979686424473,0.264276171637409,0.260929091505964,0.123894422612913
10147,7079,0.000110298816483401,0.34871339331814,0.000201919689054007,0.000341282026624078,0.0438711553039861,0.458471612036491,0.148290338809221
5672,1922,2.73902564206414e-05,0.532421115462411,0.000292461783186326,0.00128458990582018,0.0426985466230902,0.368456797532926,0.0548190984361454
6564,8036,0.000609964553029518,0.337323006632478,0.00136588049867585,0.00513683131404492,0.208989444586568,0.32165284601563,0.124922026399574
5394,5997,0.00072662304263223,0.280949237020907,0.000234549799560894,0.0087431856613452,0.300683701707796,0.340604161600646,0.0680585411671128
8700,8636,0.000737366583208585,0.323633144432954,0.000344775450752057,0.00130301267226788,0.0550858316153532,0.49819710739924,0.120698761846224
8703,2882,0.00246741626444797,0.36478183493786,0.00127229953940175,0.00511310351135427,0.157096072147024,0.304647054231457,0.164622219368455
8770,5639,0.000419689414536138,0.383950105305522,0.000450831982741619,0.00775435327466042,0.402665031169246,0.109009338450477,0.095750650402817
5187,7796,0.00174427972151445,0.462395619746767,0.00149946464979229,0.00287559171964012,0.0683569043098586,0.359163005158526,0.103965134693902
10012,2523,0.0048149208748655,0.332380878479082,0.00339966756323702,0.00748213392986772,0.124666132100718,0.371418937914831,0.155837329137399
6911,3361,4.24282279760326e-05,0.613429483225774,0.000307459303479392,0.00157793907718324,0.052730520545542,0.208207678626192,0.123704490993854
6911,3840,3.89196501920458e-05,0.586502817603109,0.000373918680196526,0.000509745226701465,0.0522688684515146,0.215672306580822,0.144633423807465
8497,1803,0.000441683790545494,0.538848539041371,0.000107519737203751,0.00137674190230261,0.0633533314581008,0.293293924490703,0.102578259579773
3604,3599,8.45198177638098e-06,0.216033320386183,1.98717159267869e-05,5.36708953054089e-05,0.353289793883203,0.361056333005773,0.0695385581318324
4223,4918,6.52668831054572e-06,0.554022039374718,5.71590739449956e-05,4.54131979288477e-05,0.0367792962462186,0.377151937134523,0.0319376282843569
3742,3119,0.00102132845239892,0.490461077506408,0.00094855368029142,0.00338685432557228,0.170320282940243,0.196603643169077,0.137258259926009
10215,9596,0.000103022263474544,0.429712840430554,0.000215812494196564,0.00129211099029434,0.0532795403270523,0.312916937650557,0.20247973584387
6082,8635,0.00014042557542074,0.363987930058502,0.000116716507740747,0.000761273872275489,0.0408587587405277,0.567737236809716,0.026397658435817
