"x","y","Astrocytes","OPCs","Proliferation","Macrophages/Microglia cells","Endothelial cells","Mesenchymal cells","Epithelial cells","Neutrophils"
10011,3722,0.002696632238867,0.00145454476331096,7.30457364158333e-05,0.0274861253145288,0.536916184682509,0.0017685179073975,0.00407734289027365,0.425527606466697
6289,8276,0.000812619914103668,1.95821657558208e-05,6.65003968378484e-08,0.0156145188329946,0.890662360425549,2.8312613276843e-05,4.33112724610198e-05,0.0928192282754619
5258,2401,0.00823466570303484,0.000204785511206053,9.5631581078047e-06,0.117159852736441,0.373960650818898,0.00112031451868484,0.000861449793444518,0.498448717760183
9872,7318,0.013061798820793,0.00651316269639342,5.93546529967772e-05,0.192195893356125,0.161962599301593,0.00335732534790592,0.0147785875909267,0.608071278233266
3878,5757,0.00383595029509783,0.0430611638129969,0.000530757107601266,0.251855183309509,0.251624142648489,0.0113369756402726,0.0420923694102851,0.395663457775749
3949,2041,0.00117076197348428,1.00180051531939e-05,7.20584042369927e-10,0.0101388619056668,0.966050851624477,9.04488042060057e-06,1.20123497905089e-06,0.0226192596552354
4634,9713,0.0124032131792125,0.00459547985405211,0.000312449232633106,0.162581705095612,0.386998384158577,0.0109010994984963,0.0325311836698865,0.389676485311531
9114,7917,0.0216289782552861,0.00508623539950486,9.34827053932819e-05,0.286209234481607,0.143896288496554,0.00446449181113325,0.00965119487137236,0.52897009397915
4156,2400,0.00176965146216349,0.00114707103696058,1.63719015421166e-05,0.0409150748361235,0.47163659955547,0.00619751395420227,0.00284473260324701,0.475472984650291
6219,10553,0.0152817461638893,0.0121013850930464,0.0229442260609897,0.0859445264921096,0.322369650620685,0.0357690639188799,0.0672991664584665,0.438290235191933
7872,10554,0.00239871079646937,0.00529672108275794,0.00010316773194743,0.173184604569481,0.353769757825261,0.00486140745678556,0.0032648129448404,0.457120817592457
8079,9475,0.00669203657961185,0.013675620184212,0.000942865377954607,0.136950870207545,0.314700272030438,0.0339805498175216,0.024759021585929,0.468298764216789
9942,4561,0.0127431391615865,0.00277551866101439,0.000365073794896667,0.106037918261132,0.62867310074016,0.00909423591637027,0.00668083374726914,0.233630179717571
8702,5280,0.00157429408603492,0.000288707084727493,2.25281674857469e-06,0.0441530526547933,0.838680568488376,0.00016637788097682,0.000219273875914506,0.114915473112429
8841,1923,0.0114281413388366,0.0053018926947084,0.00107608857768426,0.194618750107992,0.152544715411098,0.118053552064657,0.0338326241944895,0.483144235610535
4429,7196,0.00801157220648334,0.0193929126396601,0.0104290330137621,0.0785234645722821,0.256707510403839,0.0366370877204237,0.0877220161559067,0.502576403287643
7736,6718,0.00524322688854622,5.72562751107539e-05,3.70726050824842e-07,0.0388783516563134,0.778395308934226,0.0001505316638531,9.78110723218304e-05,0.177177142783578
