"x","y","Endothelial cells","Mural cells","Cytokines","Neurons","Epithelial cells","Proliferation","OPCs"
4016,5757,0.0426486850786875,0.00333695742456048,0.11675260288183,0.00482938704282423,0.0812542888927978,3.97865734630252e-05,0.751138292105837
8703,2163,0.0461154577157588,0.00317785841899813,0.184882492163037,0.00303507436056114,0.0808596052735487,0.000281731591834414,0.681647780476261
4431,3120,0.0292366242893141,0.00266479097041234,0.0499864725522464,0.00921817635856096,0.0453541885326856,8.05747288339903e-07,0.863538941549492
5051,3240,0.0479022622290057,0.00337329344527631,0.0820983590725216,0.0121460209125041,0.0758673033061211,3.83869008648279e-05,0.778574374133706
5324,9474,0.00446543826710722,0.000148920227673961,0.0880779152520908,5.92896029263651e-05,0.0582387877983089,2.32732747283968e-05,0.848986375577164
10147,8277,0.0826444935614235,0.00788999504553036,0.0840181826289561,0.0255433979271589,0.043803406509028,5.56894191320993e-05,0.756044834908771
6425,10434,0.00480826235963388,0.000282349679140192,0.0954249556121427,0.000144563043976508,0.0711775589643612,4.55520347803517e-06,0.828157755137267
8977,6239,0.176580130681737,0.011219664183342,0.134067106533605,0.027815914354698,0.0472391927593799,5.44452462300593e-05,0.603023546241008
7187,2402,0.00669857517714394,0.000108709617488445,0.0664921206322382,0.000137408742206405,0.0506053666557159,1.59602154678913e-06,0.87595622315366
7186,4320,0.0968594450836125,0.00771340757894718,0.172975074129195,0.0195379018022341,0.111923224179147,0.000949703629741808,0.590041243597122
8701,6958,0.0449168438051757,0.00169074178276886,0.0726498864815448,0.00406293080710136,0.036211777710893,2.16620193709368e-06,0.840465653210579
6774,2881,0.0530992132162802,0.00230079238419363,0.112880504690081,0.00959253452189719,0.0781873078926624,0.000297161836727981,0.743642485458158
8011,8876,0.0165533854497635,0.000698434907613268,0.11137058992538,0.00043700195089855,0.0604022318830903,5.65505399533751e-06,0.810532700829259
7047,7916,0.0653477392143137,0.00250693346573975,0.106492784990844,0.00539905359989984,0.051885320404597,1.08257822965935e-05,0.768357342542309
8702,3362,0.151053252200474,0.00715472741807857,0.164950971873291,0.0127750269248868,0.0744519088351496,7.82511959395429e-05,0.58953586155218
7391,7797,0.0735811688545704,0.00596365435216506,0.108856600733434,0.0117711588329739,0.0462335837342705,3.38765702750763e-05,0.753559956922312
6016,3240,0.0685274922368311,0.00379171347983049,0.0807519262130369,0.021937093499344,0.080409587935302,1.34153157570837e-06,0.74458084510408
7600,4320,0.179985632418071,0.019104535427535,0.269486949139326,0.036069141597675,0.161246022662102,0.0141274821499104,0.31998023660538
9529,3842,0.0799430321549814,0.00382123488914168,0.17507888746373,0.00220599877527803,0.0536374926896035,8.54388586593952e-05,0.685227915168606
3880,2400,0.0100488232547556,0.000187292264459985,0.0590349874729198,0.000504011407452536,0.0453974134641547,1.24853424399011e-06,0.884826223602013
6012,9474,0.00132098766879304,3.21439300228201e-05,0.065741999704657,1.0980546032783e-05,0.0442749303754523,2.08005661664427e-06,0.888616877718426
6842,4200,0.0811150506102925,0.00295951678060864,0.1322875828286,0.00523997049622763,0.0888203065205479,0.000128882186743412,0.68944869057698
8838,7917,0.0038066390479567,0.000222789769995151,0.0482770554557115,0.000153835312468423,0.0219672647585027,3.26261403390883e-07,0.925572089393962
8700,7438,0.00938891204322866,0.000463210119291286,0.053074865410242,0.000813976364545597,0.0247510001138525,3.13412505879252e-07,0.911507722536334
5049,7076,0.0415763589979541,0.0020190467030952,0.110881021743358,0.00346505072455963,0.0790851984365281,0.000281671152778868,0.762691652241727
5256,7196,0.0133189529203393,0.00038433361470104,0.0943281653138986,0.000274362059425386,0.0593677885978954,3.47610429411172e-06,0.832322921389446
5119,4319,0.0116165532969158,0.000408455604902015,0.0614414699172198,0.000443744243958908,0.0601180308516109,3.00200561961024e-06,0.865968744079773
9870,10195,0.147086577358611,0.00172138310875344,0.103690044301315,0.0042129400417144,0.0497154673030758,0.000230347237024199,0.693343240649506
8083,2522,0.0766296941219772,0.00601235861843425,0.17534298339574,0.0120908611965485,0.0900791636259822,0.000352432358837561,0.639492506682481
7461,5759,0.0696310700530198,0.00430891864737735,0.126769516050904,0.00717035596475892,0.0535216067490709,4.47886638263695e-05,0.738553743871043
