"x","y","Neurons","Cytokines","Endothelial cells","Proliferation","Macrophages/Microglia cells","OPCs","Epithelial cells","Mural cells"
8700,7438,0.0568757977900334,0.0566774958877481,0.0593630529495512,0.00105558628938301,0.0846866162143961,0.603694245386191,0.105393775413925,0.0322534300687713
5049,7076,0.0921257794876074,0.153357435252429,0.142496820795164,0.00440186338028361,0.28714391546291,0.112635267449988,0.108606159928871,0.0992327582427482
5256,7196,0.131692838785988,0.174531223119664,0.0786842996936832,0.000595754495090414,0.153161183511124,0.225245090901053,0.160374706630397,0.0757149028629996
5119,4319,0.0370327330718006,0.252879321001306,0.0846924279306546,0.000425667635246756,0.295631800168715,0.071104332279825,0.154501137842684,0.103732580069768
9870,10195,0.0597700734580436,0.0782856398061582,0.330642291072913,0.000583754133890474,0.294130304130324,0.074269872522384,0.0283903917324678,0.133927673143819
8083,2522,0.0553745612515074,0.238822664383726,0.0640150282799865,0.000316602505163392,0.181565927956794,0.0647025201329024,0.0931546019324288,0.302048093557492
7461,5759,0.117593910230008,0.160997876803168,0.311514662643993,0.00127745418168045,0.170239300264101,0.125637300266358,0.0148290068189758,0.0979104887917153
10147,7079,0.0550752484076584,0.0287147324656963,0.0645961300182712,0.000260010419589341,0.0951031669909181,0.229224604927055,0.172354511869935,0.354671594900877
5672,1922,0.0808067446241005,0.132022726300867,0.0920020602184137,0.000301645012885144,0.267389897683943,0.047006393266328,0.105960054819253,0.27451047807421
6564,8036,0.128483381405591,0.0928722016111171,0.12836439653828,0.0014657386740592,0.198106368043594,0.299233186728902,0.0534086535437562,0.0980660734546996
5394,5997,0.117783785539103,0.251720195292324,0.196394659689953,0.00483092673229263,0.1595546403631,0.179415737005191,0.0383290654614718,0.0519709899165638
8700,8636,0.105327783556554,0.116588636050207,0.062235769173809,0.0016395139860042,0.125809751724028,0.299152493704497,0.131856429306415,0.157389622498486
8703,2882,0.11752276280192,0.191724085277498,0.241801502268915,0.00281399952743197,0.0887713199088221,0.143613914443232,0.0935490666725213,0.12020334909966
8770,5639,0.0744918733915603,0.121145172224862,0.513549783820136,0.0022261831946423,0.19065694701197,0.0509640568141735,0.00535829048607536,0.0416076930565806
5187,7796,0.116889054579806,0.201255639147264,0.0935544715672766,0.00266467449582787,0.132701473153809,0.141780971617692,0.131006400174704,0.18014731526362
10012,2523,0.0921820055421866,0.158637541992045,0.0925421504510822,0.00556223717062866,0.060785431761,0.258586113859347,0.145028526360683,0.186675992863028
6911,3361,0.106798375401546,0.165282179595058,0.1668496850077,0.00115990037577795,0.369144140773876,0.0155711086087022,0.0311310440061259,0.144063566231215
6911,3840,0.139979935256848,0.148126315846835,0.121275267348072,0.00172443855849118,0.37238129949472,0.0227166309463017,0.06898304049565,0.124813072053082
8497,1803,0.0800268484193082,0.118012386818534,0.0462722075582375,0.00139408363865157,0.209227692000694,0.0294943437025316,0.198362932519622,0.317209505342421
3604,3599,0.101479498948013,0.115520705547324,0.179776015173347,0.000729826439658226,0.138167040758277,0.43489737428211,0.00608906273723854,0.0233404761140317
4223,4918,0.00564392478181365,0.42476112597538,0.0860311652988376,2.63078487159764e-05,0.14456936932256,0.0326183293068956,0.00925192539047006,0.297097852075327
3742,3119,0.0305563381530395,0.145898679805038,0.0880227464053279,0.000450177288686449,0.0960686533612483,0.0990538220463158,0.00534789401099072,0.534601688929353
10215,9596,0.0857617555090639,0.204048269221593,0.129349568794186,0.000599918115408188,0.160350233157987,0.173286512764086,0.0552172318119688,0.191386510625707
6082,8635,0.0724273191345405,0.128157557663948,0.0360103832463524,0.00110669136495472,0.138963190343908,0.306107368556774,0.129338553917935,0.187888935771588
7048,5758,0.155374834676674,0.1293862480098,0.182564191402526,0.00160933000083354,0.106280735722625,0.205456326377514,0.0934340908435578,0.12589424296647
