"x","y","Neurons","OPCs","Endothelial cells","Astrocytes","Macrophages/Microglia cells","Proliferation","Oligodendrocytes"
5672,1922,0.000355790671981863,0.00415271421413252,0.057101799072995,0.275303236407988,0.423436195342663,0.000298462877137237,0.239351801413102
6564,8036,0.00386825700083982,0.00812331536886756,0.362524713233641,0.283664652957664,0.210240055052462,0.00338855680797167,0.128190449578554
5394,5997,0.00222661030304713,0.00306829959063069,0.678300720472281,0.107706514096363,0.156057080158767,0.00311872568649129,0.0495220496924199
8700,8636,0.019323359880914,0.0184691734528172,0.263130249891783,0.367240420594478,0.159359868882039,0.0285879209726979,0.143889006325271
8703,2882,0.00453496625487638,0.00879231441414767,0.33274736153977,0.278421291441105,0.27016807516656,0.00481049928008817,0.100525491903453
8770,5639,0.00153952504536183,0.00157533324496351,0.484733290109533,0.169004655360165,0.313577206276488,0.00145249922427645,0.0281174907392119
5187,7796,0.00346452559148932,0.0081996397286072,0.102819399135655,0.367318596732944,0.306341448220796,0.0124429885713051,0.199413402019204
10012,2523,0.0180620247409344,0.0190346198639042,0.145080209257972,0.376504375029332,0.2202804623294,0.0398614351662206,0.181176873612236
6911,3361,0.000353486496033737,0.00307549523933614,0.0917707270219762,0.313549286362849,0.422806625324182,0.00226970495995241,0.166174674595671
6911,3840,0.000467626153085905,0.00168158589311467,0.178780028995935,0.324991758825013,0.352349115584205,0.00128799776385905,0.140441886784787
8497,1803,0.000276237279444452,0.000828700053558387,0.0644203571530813,0.286455317131383,0.433873452851644,0.00438458262317825,0.209761352907711
3604,3599,0.00123343645846051,0.00165170632664521,0.503136528485448,0.299201097367127,0.113612208109937,0.000415873556866355,0.0807491496955168
4223,4918,0.000339255715675,0.00102733894075722,0.0358438671371211,0.170202457337297,0.547043754222817,0.00102297503174069,0.244520351614591
3742,3119,0.00050301189814692,0.0022403198563939,0.125573425547656,0.135792624120328,0.676544473449975,0.0135942563958425,0.0457518887316573
10215,9596,0.0037550098058316,0.00849130095395792,0.110607478429267,0.348916359981423,0.328369851366184,0.00180098283290068,0.198059016630436
6082,8635,0.00151987823279858,0.00816085422363715,0.122301000700369,0.375020611089167,0.18924024821728,0.00252249093899078,0.301234916597758
7048,5758,0.00452325129051404,0.0106563722418062,0.256237843956313,0.377752925977919,0.185330766982344,0.00282304603978149,0.162675793511322
4223,4678,0.006481387443859,0.00485287375678651,0.11732608482013,0.553732979511511,0.0481894390175126,0.00172168932264142,0.26769554612756
7668,5639,0.00243148225926645,0.00589729970063662,0.468600072632727,0.19955068783697,0.252719278626373,0.00784550269942137,0.0629556762446059
4361,6117,0.000761049633083866,0.0576032381798901,0.0619511257319799,0.180120702370366,0.527098512766418,0.00719050509059017,0.165274866227671
7875,5759,0.000553617292139695,0.00200593560979683,0.38468108268538,0.307280804428506,0.283873490268573,0.00014965982410597,0.0214554098914987
9871,8517,0.0361502996635239,0.0175617819230035,0.0984951653747754,0.158136093736196,0.533054528732722,0.0258058424874498,0.13079628808233
5048,8515,0.00258192196246784,0.00477816159248747,0.167738915278141,0.378558146368021,0.186396285940257,0.00525553605273867,0.254691032805888
8564,4560,0.00128303191195323,0.00513339177533143,0.316440943792335,0.0915343718850854,0.502946020037047,0.0274732290566919,0.0551890115415562
7391,8516,0.00254160926888639,0.0136416465450847,0.297499375809231,0.304362745975874,0.269723193863806,0.00155650485707715,0.11067492368004
7116,7796,0.00217033135041666,0.00350824531120547,0.213850377405759,0.427915404452709,0.207190710064567,0.000687686499940191,0.144677244915404
4427,10313,0.00239264835305755,0.00772658460416351,0.236216469133941,0.37196519015788,0.167089178115991,0.00516811428670997,0.209441815348257
