"x","y","Macrophages/Microglia cells","Epithelial cells","Astrocytes","Proliferation","Endothelial cells","Fibroblasts","Neutrophils","Oligodendrocytes","Neurons","Mesenchymal cells"
7390,9475,0.24901328156586,0.000201901824298667,0.00343833343197258,4.32574205200575e-06,0.03270970428678,0.442253367298082,0.039011174565239,0.0151203604033737,0.0381389425455506,0.180108608336791
9047,2523,0.194635908131758,0.000110520731592656,0.00221486773271568,3.45193730860137e-06,0.0431896364748484,0.511278209825026,0.0231624381203658,0.00278919689117317,0.0292972558181257,0.193318514337085
4773,8275,0.0997946680552129,8.23687660974688e-05,0.0194412483043786,1.31912591616895e-05,0.108313772039847,0.466144627649276,0.0280780771037893,0.00309187863624998,0.137644713806238,0.13739545437975
7392,5639,0.103619035177921,3.86373691372974e-05,0.000509273188345751,1.18864813441333e-06,0.527192215805033,0.283788887542953,0.00122209627982394,0.0252262264278434,0.00378430583900506,0.0546181337218035
7942,8276,0.122331128844499,0.000315686510711941,0.00158106557601265,2.38274938832314e-06,0.281265452020708,0.427490356642831,0.00329343071058296,0.115421248123096,0.0199376305303084,0.0283616182918622
5670,4799,0.219810162793131,0.000113306271947074,0.000349061327350953,9.05431021504605e-07,0.00408709630644605,0.53736307234795,0.00250889842536361,0.032575146013258,0.00334343253813433,0.199848918545397
9872,6119,0.124631914265937,5.02206757651253e-07,4.17702463952115e-05,1.21156798695876e-08,0.62096320465079,0.242751008692914,0.000315968281476411,0.000729373205702611,3.80317928676924e-05,0.0105282145414796
8357,4680,0.0723544807532433,3.06723266575817e-07,1.93982462390215e-05,3.90851316090055e-08,0.848810087196566,0.035692054748222,0.00014140210601518,0.0014888858150868,0.000160032616032183,0.0413333127101969
4982,4319,0.198336350357973,0.00012288950900309,0.000794454829091451,5.52177777500814e-07,0.014305863130556,0.654201250351253,0.00387029048119472,0.00904595229538069,0.00149765381328731,0.117824743054483
5532,5038,0.331652327092488,0.000339837436313633,0.00244723932950143,3.09012096504983e-06,0.00448668961893917,0.55136521281204,0.00328644841057085,0.027223595740314,0.0140355131306804,0.0651600463081876
3808,8994,0.104519962921141,5.94714698141254e-05,0.00908066354849456,5.97569827803835e-06,0.249752393678041,0.40362096983686,0.0143022935193575,0.0189308684837804,0.102656744847318,0.0970706559969162
8702,4560,0.151514500984264,0.000112000056044088,0.000341722898805524,0.000143872040942279,0.325123724985705,0.390832478136155,0.00806502983553198,0.00504793344916977,0.00765581800836389,0.111162919605018
4153,8634,0.0690144107343666,2.51524440367498e-05,0.00688862805564456,1.04774072672488e-06,0.453794771244764,0.255280743190418,0.00555189535986222,0.0257162468271506,0.129316571035064,0.0544105333679661
7944,4440,0.123914043045892,7.44938086925857e-06,0.000100319462610449,4.61081625657274e-07,0.414833991693188,0.326788052641884,0.00301379683133068,0.0010720793424653,0.00386754965275459,0.12640225686738
8701,6718,0.173897298134756,0.00212577731072727,0.00946760436889661,9.73024071385865e-06,0.0168188480621758,0.590278122397081,0.00603255663766907,0.0591233768236874,0.104687138423962,0.0375595476003312
