"x","y","Neurons","Cytokines","Epithelial cells","OPCs","Endothelial cells","Proliferation","Mural cells","Macrophages/Microglia cells"
10147,7079,0.000826226916826326,0.00654886567966337,0.000198275416926507,0.196294647430348,0.0496720627217494,3.87448581260399e-05,0.553667810908606,0.192753366067755
5672,1922,0.00132917633212328,0.00631678226741683,5.81664618124913e-05,0.100429713672723,0.0996848189675496,1.36301440286772e-05,0.530118814446361,0.262048897707985
6564,8036,0.000703612488912033,0.00183365471006853,5.84021174064157e-06,0.319990026971029,0.175487958337892,1.9729613184702e-05,0.137519041183635,0.364440136483538
5394,5997,0.000392685893476077,0.0025634631606927,1.11551384259412e-05,0.298724819719595,0.246342982662417,7.31017623851472e-05,0.138748287701218,0.31314350396179
8700,8636,0.00345528809362726,0.0165032384099659,0.000411889323316779,0.314836022372131,0.115405635851348,0.00153303630687209,0.239159854526209,0.308695035116531
8703,2882,0.00670503698898537,0.0224581342958494,0.00186796652625816,0.137610920379046,0.206054108966413,0.00118870881344269,0.269502725582827,0.354612398447178
8770,5639,0.000662173434719235,0.00151857395916056,3.50198661627903e-05,0.0830561344725898,0.281160619151913,2.42159244570567e-05,0.0209627508150195,0.612580512375978
5187,7796,0.00148174390450174,0.00600780995237284,3.49339643578924e-05,0.182196346226551,0.161327979447892,0.000328785587381232,0.16506090087743,0.483561500039513
10012,2523,0.0053619534798822,0.0337305732217782,0.00171799247382193,0.183173547698409,0.147277756826117,0.00724443409128217,0.322403575925121,0.299090166283588
6911,3361,0.00439204493495911,0.0266341591260384,0.000130405627976606,0.0888283419515492,0.148246862594055,0.000160651021994315,0.24406641696693,0.487541117776497
6911,3840,0.00368043635381092,0.0236775024194255,0.000318711823831197,0.0794120493844044,0.154389384452327,0.000108629970746144,0.23063251193886,0.507780773656596
8497,1803,0.00237224876884639,0.0161828205597663,0.000297796891308188,0.0610282407937226,0.107994571283351,0.000163916000490155,0.403681657325685,0.40827874837683
3604,3599,3.12836221105015e-05,0.00126741292965224,4.51491712167631e-07,0.570102356218451,0.194561432924334,3.55501185395407e-06,0.0809841207021085,0.153049387099778
4223,4918,0.000180287542231653,0.0025969075612581,1.73815775810571e-05,0.132370049125509,0.0690960136572637,1.20904549321528e-05,0.587155492613534,0.208571777467691
3742,3119,0.000243237179757721,0.00209764209394479,1.54895377562628e-05,0.0841843282112907,0.0727120538336687,5.15662497938533e-05,0.689939022795822,0.150756660097966
10215,9596,0.00810774083157311,0.0237504961826183,0.0035251932828876,0.107397084807864,0.136557003393389,0.000391228394055138,0.0379438596746159,0.682327393432996
6082,8635,0.000369536464282298,0.00256498023110586,5.20397704180916e-06,0.400005988289613,0.0855477590928367,6.33507268330338e-06,0.322306653760974,0.189193543111463
7048,5758,0.00105553635809935,0.00464799898220519,3.42806198566982e-05,0.323096374442853,0.234332395400219,9.22317710737796e-06,0.124503366731076,0.312320824288584
4223,4678,0.000591363743350547,0.0134865096972841,0.000185061488396489,0.390427720682863,0.0931270294267022,3.71043292509532e-05,0.160361885943056,0.341783324689097
7668,5639,0.00606131935980935,0.00821302102237569,0.000135427370326575,0.194921977790367,0.307812407336925,0.000319825529201785,0.156446412053377,0.326089609537619
4361,6117,0.000291335300822553,0.00187756778393049,5.8393987132264e-06,0.126041667027676,0.0474613167816304,1.06855859057628e-05,0.493255888752001,0.331055699369321
7875,5759,0.000434068280721122,0.0115830651284662,0.000236584915756808,0.216776274678622,0.239125684095813,1.49533620584825e-06,0.0616566595211063,0.470186168043309
9871,8517,0.00191269492080976,0.0215879935068999,0.0015201710936294,0.0456571216258528,0.0326993413546559,0.00152927475442037,0.714181431722109,0.180911971021623
5048,8515,0.00120074291842722,0.00537655497948721,1.95627882013077e-05,0.292236027712351,0.15262681897395,0.000255115669915046,0.144124329017874,0.404160847939793
8564,4560,0.00184258816724612,0.00292736256125713,0.000623001786477866,0.0120809343794589,0.299931303436327,0.00893172349195602,0.197524989221677,0.4761380969556
7391,8516,0.000431312537772372,0.00292124093038087,4.97650980211233e-05,0.243313584068227,0.174215705971417,2.62729354532872e-05,0.0456497137412619,0.533392404717467
7116,7796,0.00119061919446734,0.0124786124512397,0.000299356945562604,0.176292011684571,0.179325200068564,2.47184830424215e-05,0.0732104602951786,0.557179020877375
4427,10313,0.00295166765619258,0.00515967075633999,1.29502244350868e-05,0.342399737948949,0.178476482578317,6.44070878792729e-05,0.145758903040203,0.325176180707684
9734,7318,0.00134154371596582,0.00877840307921231,0.000554654732748402,0.394094972692957,0.0767725203880615,0.000200434183052182,0.0988996391810104,0.419357832026993
