"x","y","Macrophages/Microglia cells","Endothelial cells","Neurons","Proliferation","Astrocytes","OPCs","Oligodendrocytes"
5532,5038,0.187525399683662,0.120045309516189,1.4800888488083e-08,3.9316294961377e-06,0.633930863571156,7.99440822400624e-06,0.0584864863903851
3808,8994,0.105790644197914,0.270940828896896,1.36402283584718e-10,9.896282560678e-06,0.601322781854082,1.06999161599146e-06,0.0219347786405298
8702,4560,0.411632950601249,0.116438165612134,0.000175192034411878,0.000994937645341482,0.440591802363682,4.00189182737331e-05,0.0301269328249086
4153,8634,0.0727275607123814,0.387845172473806,2.42057610274021e-10,3.65526969969743e-06,0.532332576594931,3.15339686329804e-07,0.00709071936743768
7944,4440,0.432253339310543,0.0306261697564396,2.67936852508205e-05,5.33600659060521e-05,0.5084915985505,1.94373572110711e-05,0.0285293012741494
8701,6718,0.088482988774857,0.0127821906597543,1.38317980347911e-07,2.06041470596904e-07,0.871371389629718,3.13135424255303e-06,0.0273599552219772
5602,3720,0.310620168318786,0.029030095560086,3.32015408978186e-08,2.43698400055226e-06,0.613263046301945,1.13424930277855e-05,0.0470728771406134
4499,5398,0.32348437809526,0.133809439096702,2.8173220064482e-07,4.75882194228483e-05,0.508800642208578,5.19687008082901e-05,0.0338057019470282
9321,6838,0.0771878186911757,0.0652938667863719,3.14225135130587e-07,2.88198513660084e-06,0.813968874140008,3.97771258629487e-05,0.04350646704631
4085,6356,0.279892697710677,0.206317834831641,4.43536442459276e-08,3.56583072353998e-05,0.511682489376148,1.02621204058518e-05,0.00206101330024847
5668,8875,0.169990166680696,0.40173224006037,4.68462544401473e-08,2.24523143968618e-05,0.415254230064425,3.88504300362261e-06,0.0129969789908535
9528,6719,0.137168064965806,0.0579740456322618,2.1205145568968e-06,1.1958295390426e-05,0.772432282483896,0.000183793427099459,0.0322277346809893
4222,7316,0.227560419452159,0.423082839966767,4.68500413122395e-09,6.44505055736797e-05,0.326943942205017,3.91063322250882e-06,0.0223444325522566
4910,9713,0.127804797576066,0.468914806703979,7.95151511390214e-09,2.6632715565122e-05,0.395571217351351,2.41991802650985e-05,0.00765833852125782
7874,7677,0.132022584973884,0.0529319158507958,2.07399936511415e-07,5.9543907317352e-06,0.765717949010399,1.29303185384399e-05,0.0493084580557149
8218,8277,0.0265772552654582,0.0226574603854236,3.61275264975049e-09,1.77412156002726e-07,0.927158781109227,4.15872705813284e-07,0.0236059063422764
9529,3602,0.587459381332694,0.0189747996483437,9.85334605066407e-07,4.86379435014053e-05,0.371709332159293,5.66657341515191e-06,0.0218011970081475
4705,6956,0.191849562012656,0.290894106638273,4.80748559840473e-09,1.60683176337815e-05,0.501230797616438,3.22119694184856e-06,0.0160062394105726
