"x","y","Astrocytes","Epithelial cells","Neutrophils","OPCs","Endothelial cells","Proliferation","Macrophages/Microglia cells","Mesenchymal cells"
3397,4917,0.220118177121849,2.64428913557006e-10,0.382434183538668,3.00232206572104e-12,8.7596373408794e-10,2.6937987956368e-14,0.300092347211995,0.0973552909840666
6082,8875,0.128405444362241,0.000765630731442463,0.337592772556197,1.49333466270926e-05,0.0246465271909124,6.96709839759779e-07,0.400636547088658,0.107937448014083
6151,8036,0.208746737889208,1.70566853227626e-06,0.457160820888124,2.42304170755388e-08,0.000114516728000831,1.89135437735782e-10,0.25657022752747,0.0774059668791124
6635,4320,0.0932978512965337,1.84080028912599e-10,0.378567987433245,1.46525983738595e-12,4.30483068484446e-10,1.60041251042991e-14,0.449975943052315,0.0781582176018617
4155,4318,0.253800909654639,3.05068005165948e-14,0.617904095256423,4.96390495324066e-17,3.80874037923664e-15,1.41778335055082e-19,0.128084883246286,0.00021011184261717
9667,2643,0.447297934730558,1.67006817082181e-14,0.468246530557988,3.14769565998806e-16,9.93925563117896e-14,3.15683742012841e-21,0.084197826414063,0.000257708297274735
4222,7555,0.0880348998492404,0.0266414714093941,0.34608098337206,0.00034229305874045,0.118504425663116,7.40090276034141e-05,0.285756090919209,0.134565826700636
5947,2641,0.12528101666827,1.96225559840776e-08,0.436403895762064,7.99418800988092e-10,2.9254351988332e-09,1.19311232939077e-13,0.328363692842031,0.109951371380106
3396,5877,0.0399248169830231,8.74838868336441e-09,0.339143279418197,7.35518295902438e-11,3.80541754606311e-09,6.47981044781453e-13,0.511072783960713,0.109859107010061
8839,6718,0.350846462346265,5.50270456787672e-12,0.531424756533798,2.20872305019052e-13,1.87458798370513e-11,2.96869742902674e-16,0.117700585368059,2.81957274085466e-05
8977,6479,0.176604492992956,7.40883987803727e-09,0.481003763339329,2.0487471513077e-10,1.4714052807598e-06,8.30685693589715e-12,0.303658017008692,0.0387322476317207
8427,3122,0.280356393129038,3.14449036123488e-11,0.573877653144397,3.94686733572174e-13,2.09712799063421e-09,6.96135024366613e-15,0.122557901659932,0.0232080499376586
10286,5161,0.0647995437895736,1.26093220117245e-05,0.345124423975785,1.17740891064053e-06,0.345009205284873,1.6599605231015e-11,0.199462500016469,0.0455905401857773
