"gene","avg_log2FC","pct.1","pct.2","diff.pct","p_val","p_val_adj","cluster"
"NCKAP1L",12.8767957583715,0.103,0,0.103,1.91912831096455e-188,4.55562678456765e-184,"9"
"TMIGD3",12.8707013701715,0.145,0,0.145,1.06862187399928e-255,2.53669460449949e-251,"9"
"CCL3L3",12.4883589864333,0.31,0,0.31,0,0,"9"
"CSF1R",12.296435512049,0.124,0,0.124,2.77271464595496e-218,6.58187002656788e-214,"9"
"BCL2A1",12.1111504022046,0.132,0,0.132,3.04203925269473e-233,7.22119277804676e-229,"9"
"CD69",12.0580962408082,0.128,0,0.128,9.20521519485863e-226,2.18513398295554e-221,"9"
"CCL3",11.9050103707394,0.335,0.001,0.334,0,0,"9"
"CCL4",11.7295215893899,0.322,0.001,0.321,0,0,"9"
"CD4",11.6402146207147,0.12,0,0.12,8.51519063051902e-211,2.02133595187261e-206,"9"
"MNDA",11.6146125655924,0.236,0,0.236,0,0,"9"
"OLR1",11.5242826175921,0.269,0,0.269,0,0,"9"
"LILRB4",11.4026096331755,0.161,0,0.161,1.23354559444947e-285,2.92819053210416e-281,"9"
"ALOX5AP",11.3807387931453,0.273,0,0.273,0,0,"9"
"FCGR3A",11.3592375560216,0.252,0,0.252,0,0,"9"
"HCLS1",11.3276907869642,0.186,0,0.186,0,0,"9"
"HLA-DQA1",11.2327044038878,0.182,0.001,0.181,8.31299246643128e-296,1.97333815168146e-291,"9"
"SRGN",11.1396077291899,0.504,0.001,0.503,0,0,"9"
"PTGER4",11.0086116743675,0.116,0,0.116,2.50037472177627e-203,5.93538951455252e-199,"9"
"TREM2",10.8933101065033,0.302,0,0.302,0,0,"9"
"RGS1",10.8296938684949,0.492,0.001,0.491,0,0,"9"
"SLN",6.24629217646048,0.13,0.003,0.127,1.66119173573763e-87,3.943336942294e-83,"10"
"LOX",5.50317477298717,0.481,0.015,0.466,4.00585036699221e-285,9.50908760116612e-281,"10"
"ANGPTL4",5.19495203652118,0.389,0.014,0.375,7.43706721122014e-205,1.76541101459944e-200,"10"
"C10orf10",4.83002836863544,0.16,0.008,0.152,1.45389477557349e-67,3.45125541825635e-63,"10"
"STAC2",4.5002516203341,0.137,0.007,0.13,4.41441071723663e-56,1.04789281605763e-51,"10"
"NDRG1",4.49036996126095,0.466,0.025,0.441,3.52878911281874e-177,8.37663959600914e-173,"10"
"ADM",4.40990949140454,0.817,0.05,0.767,2.53075894287596e-291,6.00751557859894e-287,"10"
"MT1X",4.36639549436277,0.496,0.063,0.433,3.5249722649822e-87,8.36757916261474e-83,"10"
"ZNF395",4.28617573908146,0.267,0.017,0.25,3.2383195801718e-89,7.68712301941181e-85,"10"
"NR2E1",4.28603217758293,0.168,0.013,0.155,5.74470745218164e-48,1.36367865499888e-43,"10"
"AKAP12",4.27509431240899,0.817,0.188,0.629,8.25087329724732e-97,1.95859230330057e-92,"10"
"AFAP1L1",4.27206355854151,0.13,0.005,0.125,5.72654808820239e-61,1.35936798517748e-56,"10"
"FOSB",4.24377509686541,0.282,0.026,0.256,3.29556693218431e-68,7.82301678361913e-64,"10"
"EPAS1",4.24126925766453,0.397,0.022,0.375,6.8115776166509e-151,1.61693229464059e-146,"10"
"EPS8L2",4.21523199223975,0.13,0.007,0.123,1.60334159091888e-50,3.80601226852323e-46,"10"
"MT1E",4.14520113648598,0.359,0.031,0.328,3.19523198333348e-91,7.58484168203703e-87,"10"
"EGLN3",4.0484387086296,0.458,0.042,0.416,4.3566385340133e-111,1.03417885520408e-106,"10"
"MAFB",3.99497115620399,0.397,0.03,0.367,2.4779342137866e-112,5.88212023668664e-108,"10"
"SLC2A1",3.96192781447346,0.397,0.025,0.372,8.75582379480965e-132,2.07845745241191e-127,"10"
"CAV1",3.94240588483796,0.603,0.057,0.546,2.09788157811864e-144,4.97995129013802e-140,"10"
"C8orf4",3.90363506134644,0.244,0.035,0.209,5.46335994995416e-36,1.29689238492012e-31,"10"
"CA9",3.88770454637109,0.443,0.022,0.421,2.75074047949806e-178,6.5297077502325e-174,"10"
"CEBPD",3.84240028648024,0.573,0.05,0.523,6.96838526794172e-145,1.65415529490401e-140,"10"
"NEBL",3.79340591297553,0.107,0.01,0.097,2.30091639625839e-25,5.46191534143817e-21,"10"
"EDN1",3.75478211692003,0.13,0.006,0.124,2.57499953196216e-53,6.11253388897177e-49,"10"
"C4orf47",3.68445477760186,0.168,0.01,0.158,1.16251649453067e-57,2.75958165471691e-53,"10"
"AC114803.3",3.67688049119252,0.115,0.005,0.11,2.12530728167701e-54,5.04505442524488e-50,"10"
"CA12",3.62414133628182,0.489,0.052,0.437,2.46599110885014e-101,5.85376969418846e-97,"10"
"APLN",3.59668035490055,0.176,0.013,0.163,7.64302314120163e-50,1.81430083325844e-45,"10"
"NDUFA4L2",3.58151200530215,0.275,0.017,0.258,1.04800132008062e-92,2.48774553360737e-88,"10"
"ANKRD18A",10.4978429074357,0.247,0,0.247,0,0,"11"
"SPOCK3",10.2530638710506,0.351,0.001,0.35,0,0,"11"
"ENPP2",9.59236617431653,0.557,0.002,0.555,0,0,"11"
"KLK6",9.32754613139999,0.546,0.001,0.545,0,0,"11"
"CNDP1",9.27726766081436,0.67,0.003,0.667,0,0,"11"
"ERMN",8.88509791187871,0.794,0.006,0.788,0,0,"11"
"LRP2",8.52654129094524,0.134,0.001,0.133,2.49011757305042e-145,5.91104109490709e-141,"11"
"RNASE1",8.5081886887203,0.309,0.001,0.308,0,0,"11"
"ASPA",8.46443730368937,0.144,0.001,0.143,1.25732722172611e-168,2.98464335893344e-164,"11"
"PIEZO2",8.45778821794113,0.247,0.002,0.245,1.23723013081613e-271,2.93693688453132e-267,"11"
"MYO1D",8.36096564316452,0.165,0.001,0.164,7.79212726281215e-202,1.84969516964635e-197,"11"
"LDB3",8.26342325508207,0.113,0.001,0.112,4.87127449057225e-135,1.15634313857204e-130,"11"
"GJC2",8.09055026255656,0.155,0.002,0.153,2.9050070431704e-146,6.8959057190779e-142,"11"
"CYB5R2",8.08793078500041,0.175,0.002,0.173,1.06808150097081e-146,2.53541186700451e-142,"11"
"PPP1R14A",8.06651375322703,0.619,0.005,0.614,0,0,"11"
"CARNS1",8.0526516356209,0.433,0.003,0.43,0,0,"11"
"MAL",7.76045424519018,0.309,0.002,0.307,0,0,"11"
"PLPP2",7.75450015673035,0.165,0.002,0.163,1.76395752682514e-141,4.18728237717751e-137,"11"
"TMEM144",7.74783338716514,0.381,0.007,0.374,2.99708491873493e-276,7.11448018009298e-272,"11"
"CNTNAP4",7.74531970825077,0.392,0.004,0.388,0,0,"11"
"PCSK6",7.63142318404648,0.216,0.002,0.214,1.70175999521146e-224,4.03963787663296e-220,"11"
"SEPP1",7.57395278323134,0.701,0.022,0.679,0,0,"11"
"S100A1",7.49105654498031,0.381,0.004,0.377,0,0,"11"
"GJB1",7.47337796630012,0.32,0.004,0.316,4.56682333085401e-296,1.08407252227812e-291,"11"
"SNCA",7.42003422491504,0.124,0.001,0.123,1.1625538338373e-160,2.75967029076299e-156,"11"
"PEX5L",7.33587402930368,0.186,0.004,0.182,5.47695773043566e-126,1.30012022605082e-121,"11"
"RP11-286E11.1",7.10009940455032,0.186,0.003,0.183,5.19431466646247e-148,1.23302641552486e-143,"11"
"KCNK1",7.04787020058442,0.155,0.002,0.153,1.56148443888803e-120,3.70665176103241e-116,"11"
"BOK",7.02852805519171,0.113,0.001,0.112,7.69655999246497e-104,1.82700941101133e-99,"11"
"HAPLN2",6.90847374093871,0.196,0.003,0.193,1.90890512522203e-153,4.53135898625205e-149,"11"
