"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diff.pct"
1.02818934614698e-46,2.12104048949681,0.268,0.065,2.4407158698837e-42,"8","SEZ6L2",0.203
2.73527131134418e-14,2.11205134732905,0.16,0.061,6.49298703886882e-10,"8","TSHZ2",0.099
0,14.3167205773087,0.211,0,0,"9","APBB1IP",0.211
2.85230893157834e-278,14.0095702363929,0.153,0,6.77081094178067e-274,"9","CD53",0.153
8.89974610486541e-271,13.9979813037473,0.149,0,2.11262173037295e-266,"9","MS4A6A",0.149
2.89750839778121e-293,13.845495080189,0.161,0,6.87810543465304e-289,"9","ITGAX",0.161
0,13.7471471781236,0.256,0,0,"9","GPR183",0.256
2.64493609213451e-248,13.6837521617047,0.136,0,6.27854929550891e-244,"9","PARVG",0.136
7.610898266496e-226,13.564477850585,0.124,0,1.80667503050082e-221,"9","FCGR1A",0.124
2.49247841549468e-233,13.5595066431768,0.128,0,5.91664526270127e-229,"9","MS4A4A",0.128
6.39268365350069e-196,13.458354214067,0.107,0,1.51749524566799e-191,"9","IRF8",0.107
0,13.066771393118,0.281,0,0,"9","C1QC",0.281
1.91912831096455e-188,12.8767957583715,0.103,0,4.55562678456765e-184,"9","NCKAP1L",0.103
1.06862187399928e-255,12.8707013701715,0.145,0,2.53669460449949e-251,"9","TMIGD3",0.145
0,12.4883589864333,0.31,0,0,"9","CCL3L3",0.31
2.77271464595496e-218,12.296435512049,0.124,0,6.58187002656788e-214,"9","CSF1R",0.124
3.04203925269473e-233,12.1111504022046,0.132,0,7.22119277804676e-229,"9","BCL2A1",0.132
9.20521519485863e-226,12.0580962408082,0.128,0,2.18513398295554e-221,"9","CD69",0.128
0,11.9050103707394,0.335,0.001,0,"9","CCL3",0.334
0,11.7295215893899,0.322,0.001,0,"9","CCL4",0.321
8.51519063051902e-211,11.6402146207147,0.12,0,2.02133595187261e-206,"9","CD4",0.12
0,11.6146125655924,0.236,0,0,"9","MNDA",0.236
0,11.5242826175921,0.269,0,0,"9","OLR1",0.269
1.23354559444947e-285,11.4026096331755,0.161,0,2.92819053210416e-281,"9","LILRB4",0.161
0,11.3807387931453,0.273,0,0,"9","ALOX5AP",0.273
0,11.3592375560216,0.252,0,0,"9","FCGR3A",0.252
0,11.3276907869642,0.186,0,0,"9","HCLS1",0.186
8.31299246643128e-296,11.2327044038878,0.182,0.001,1.97333815168146e-291,"9","HLA-DQA1",0.181
0,11.1396077291899,0.504,0.001,0,"9","SRGN",0.503
